pkey;key;guid;pubDate;title;description;category;link
0;index;https://index.hu/sport/kosarlabda/2020/01/26/kobe_bryant_kilenc_aldozat_helikopterbaleset/;Hirdetés nélkül;Nem öt, hanem kilenc áldozata van Kobe Bryant helikopterszerencsétlenségének;https://index.hu/sport/kosarlabda/2020/01/26/kobe_bryant_kilenc_aldozat_helikopterbaleset/;Sun, 26 Jan 2020 23:48:00 +0100;A pilóta és nyolc utas halt meg, erősítette meg a Los Angeles-i seriffhivatal. Az áldozatokat nem nevezték meg.
1;index;https://index.hu/sport/futball/2020/01/26/idegenben_nyert_es_elozott_a_bajnoksagban_a_real_madrid/;Futball;Idegenben nyert, és előzött a bajnokságban a Real Madrid;https://index.hu/sport/futball/2020/01/26/idegenben_nyert_es_elozott_a_bajnoksagban_a_real_madrid/;Sun, 26 Jan 2020 23:31:00 +0100;A Valladolid legyőzésével az élre ugrottak.
2;index;https://index.hu/mindekozben/poszt/2020/01/26/visszakuldtek_a_feladonak_a_radioaktiv_toyota_priust/;Mindeközben;Visszaküldték a feladónak a radioaktív Toyota Priust;https://index.hu/mindekozben/poszt/2020/01/26/visszakuldtek_a_feladonak_a_radioaktiv_toyota_priust/;Sun, 26 Jan 2020 22:50:11 +0100;
3;index;https://index.hu/sport/vizilabda/2020/01/26/vizilabda-eb-donto_magyarorszag_spanyolorszag_nyilatkozatok/;Vízilabda;Vogel Soma ellen nincs esély a büntetőpárbajban;https://index.hu/sport/vizilabda/2020/01/26/vizilabda-eb-donto_magyarorszag_spanyolorszag_nyilatkozatok/;Sun, 26 Jan 2020 22:40:00 +0100;A parádésan védő Nagy Viktor betegség miatt alig tudott aludni az vízilabda-Eb-döntő előtti éjszaka.
4;index;https://index.hu/sport/kosarlabda/2020/01/26/leporgettek_az_idot_igy_emlekeztek_kobe_bryantre_az_nba-ben/;Kosárlabda;Lepörgették az időt, így emlékeztek Kobe Bryantre az NBA-ben;https://index.hu/sport/kosarlabda/2020/01/26/leporgettek_az_idot_igy_emlekeztek_kobe_bryantre_az_nba-ben/;Sun, 26 Jan 2020 22:39:00 +0100;A játékosok nem sokkal a mérkőzésük előtt értesültek az NBA-legenda haláláról.
5;index;https://index.hu/belfold/2020/01/26/gyor_polgarmestervalasztas_dezsi_pollreisz_borkai_tanulsagok_gyorsosszefoglalo/;Belföld;Tíz éve tartó győri trend tört meg azzal, hogy összeszedte magát a Fidesz;https://index.hu/belfold/2020/01/26/gyor_polgarmestervalasztas_dezsi_pollreisz_borkai_tanulsagok_gyorsosszefoglalo/;Sun, 26 Jan 2020 22:24:00 +0100;De kiderült az is, hogy egyre kevéssé tudják a kis jelöltek szétzilálni az ellenzéki összefogást. A győri választás gyors tanulságai.
6;index;https://index.hu/sport/kosarlabda/2020/01/26/kobe_bryant_meghalt_reakciok/;Kosárlabda;Sokk és értetlenség a sportvilágban Kobe Bryant halála miatt;https://index.hu/sport/kosarlabda/2020/01/26/kobe_bryant_meghalt_reakciok/;Sun, 26 Jan 2020 21:43:00 +0100;Az NBA-sztárok mellett NFL-játékosok, labdarúgók is együttérzésüket fejezték ki. Több NBA-meccs is emlékezéssel kezdődött.
7;index;https://index.hu/mindekozben/poszt/2020/01/26/de_miert_van_az_hogy_a_hold_pontosan_kitakarja_a_napot/;Mindeközben;De miért van az, hogy a Hold pontosan kitakarja a Napot?;https://index.hu/mindekozben/poszt/2020/01/26/de_miert_van_az_hogy_a_hold_pontosan_kitakarja_a_napot/;Sun, 26 Jan 2020 21:13:12 +0100;
8;index;https://index.hu/belfold/2020/01/26/gazolas_vonat_vasut_abony_szolnok/;Belföld;Gázolt a vonat Abony és Szolnok között, áll a forgalom;https://index.hu/belfold/2020/01/26/gazolas_vonat_vasut_abony_szolnok/;Sun, 26 Jan 2020 21:08:00 +0100;Pótlóbuszokat állítanak forgalomba.
9;index;https://index.hu/sport/kosarlabda/2020/01/26/kobe_bryant_halal_helikopter-baleset/;Hirdetés nélkül;Helikopter-balesetben meghalt az NBA-legenda Kobe Bryant;https://index.hu/sport/kosarlabda/2020/01/26/kobe_bryant_halal_helikopter-baleset/;Sun, 26 Jan 2020 20:43:00 +0100;Bryant helikoptere vasárnap reggel, Kaliforniában zuhant le, a tragédiában kilencen haltak meg, köztük Bryant 13 éves lánya, Gianna Maria is. Az ötszörös NBA-bajnok 41 éves volt.
10;index;https://index.hu/sport/vizilabda/2020/01/26/marcz_tamas_eb-gyozelem_nyilatkozat_magyarorszag_spanyolorszag/;Vízilabda;Märcz Tamás: Nagyon régóta vártak erre a fiúk!;https://index.hu/sport/vizilabda/2020/01/26/marcz_tamas_eb-gyozelem_nyilatkozat_magyarorszag_spanyolorszag/;Sun, 26 Jan 2020 20:33:00 +0100;Az Eb-győztes pólóválogatott szövetségi kapitánya szerint nehezen indult a döntő a magyaroknak.
11;index;https://index.hu/belfold/2020/01/26/gyor_idokozi_polgarmester_valasztas_reakciok_gratulacio_dezsi_csaba_andras_pollreisz_balasz/;Belföld;Dézsi Csaba András: Ez egy felelős döntés volt a választók részéről;https://index.hu/belfold/2020/01/26/gyor_idokozi_polgarmester_valasztas_reakciok_gratulacio_dezsi_csaba_andras_pollreisz_balasz/;Sun, 26 Jan 2020 20:31:00 +0100;A megválasztott fideszes polgármester szerint még kicsit piros a győriek arca a sorstól kapott pofon után, de ma lezártak egy korszakot.
12;index;https://index.hu/sport/vizilabda/2020/01/26/vizilabda_europa-bajnoksag_donto_magyarorszag_spanyolorszag/;Vízilabda;Aranyérem: Európa-bajnok a férfi pólóválogatott;https://index.hu/sport/vizilabda/2020/01/26/vizilabda_europa-bajnoksag_donto_magyarorszag_spanyolorszag/;Sun, 26 Jan 2020 20:09:00 +0100;A spanyolok elleni Eb-döntőt büntetőpárbajban nyerte meg a csapat.
13;index;https://index.hu/kulfold/2020/01/26/india_kasmir_internet_tiltas_kozossegi_oldalak/;Külföld;India visszaállítja az internetet Kasmírban, de csak a kormánynak tetsző oldalak lesznek elérhetőek;https://index.hu/kulfold/2020/01/26/india_kasmir_internet_tiltas_kozossegi_oldalak/;Sun, 26 Jan 2020 20:01:00 +0100;A Netflix és az Amazon elérhető lesz, a közösségi oldalak nem.
14;index;https://index.hu/belfold/2020/01/26/gyor_idokozi_polgarmester_valasztas_eredmeny_dezsi_csaba_andras_pollreisz_balazs_borkai_fidesz/;Belföld;A fideszes Dézsi Csaba András megnyerte Győrben az időközi polgármester-választást;https://index.hu/belfold/2020/01/26/gyor_idokozi_polgarmester_valasztas_eredmeny_dezsi_csaba_andras_pollreisz_balazs_borkai_fidesz/;Sun, 26 Jan 2020 19:44:00 +0100;Csaknem 24 ezer szavazatot kapott, ellenfele 16 ezret. Százalékosan 56-39 lett az eredmény. A Fidesz nagyot javított, az ellenzék rontott őszhöz képest.
15;index;https://index.hu/gazdasag/2020/01/27/karantenba_helyezik_a_kinabol_erkezo_munkasokat_a_samsung_godi_gyaraban/;Gazdaság;Karanténba helyezik a Kínából érkező munkásokat a Samsung gödi gyárában;https://index.hu/gazdasag/2020/01/27/karantenba_helyezik_a_kinabol_erkezo_munkasokat_a_samsung_godi_gyaraban/;Mon, 27 Jan 2020 18:43:00 +0100;A koronavírus miatti elővigyázatosságról van szó. Elmaradnak a holdújévre szervezett kínai fesztiválok Budapesten.
16;index;https://index.hu/mindekozben/poszt/2020/01/27/eloben_kerdezzuk_schobert_norbertet_on_mit_kerdezne_tole/;Mindeközben;Élőben kérdezzük Schobert Norbertet, ön mit kérdezne tőle?;https://index.hu/mindekozben/poszt/2020/01/27/eloben_kerdezzuk_schobert_norbertet_on_mit_kerdezne_tole/;Mon, 27 Jan 2020 18:36:37 +0100;
17;index;https://index.hu/kultur/2020/01/27/demeter_szilard_veszelyben_latja_a_kulturankat_es_gigaepuletbe_terelne_ossze_tobb_intezmenyt/;Kultúr;Demeter Szilárd veszélyben látja a kultúránkat, és gigaépületbe terelne össze több intézményt;https://index.hu/kultur/2020/01/27/demeter_szilard_veszelyben_latja_a_kulturankat_es_gigaepuletbe_terelne_ossze_tobb_intezmenyt/;Mon, 27 Jan 2020 18:10:00 +0100;A Petőfi Irodalmi Múzeum igazgatója, miniszteri biztos szerint több pénz nem kell a kultúrára, máshogy kell elkölteni.
18;index;https://index.hu/belfold/2020/01/27/csenyete_mentok_halaleset_roma_telep/;Belföld;Visszatolattam és mondták, hogy felsőbb utasításra nem mehetnek tovább;https://index.hu/belfold/2020/01/27/csenyete_mentok_halaleset_roma_telep/;Mon, 27 Jan 2020 17:51:00 +0100;Csenyéte polgármestere a falu határában találkozott az erősítésre váró mentőkkel. A mentőkre viszont csaknem 200 pánikoló ember várt.
19;index;https://index.hu/kulfold/2020/01/27/koronavirus_peking_halalos_aldozat/;Külföld;Pekingben is meghalt egy koronavírussal fertőzött ember;https://index.hu/kulfold/2020/01/27/koronavirus_peking_halalos_aldozat/;Mon, 27 Jan 2020 17:41:00 +0100;Az ötvenéves áldozat január 8-án tért vissza a fővárosba a fertőzés gócpontjának számító Vuhanból.
20;index;https://index.hu/sport/2020/01/27/kiderult_kik_utaztak_meg_kobe_bryanttel_a_helikopteren/;Sport;Kiderült, kik utaztak még Kobe Bryant-nel a helikopteren;https://index.hu/sport/2020/01/27/kiderult_kik_utaztak_meg_kobe_bryanttel_a_helikopteren/;Mon, 27 Jan 2020 17:37:00 +0100;Három másik gyerek is életét vesztette a szerencsétlenségben Bryant lánya mellett.
21;index;https://index.hu/belfold/2020/01/27/a_kezelesek_utan_labra_allt_az_sma-s_zente/;Belföld;A kezelések után lábra állt az SMA-s Zente;https://index.hu/belfold/2020/01/27/a_kezelesek_utan_labra_allt_az_sma-s_zente/;Mon, 27 Jan 2020 17:36:00 +0100;Nem egyedül állt fel, és szaladni ettől még nem fog tudni, de ez így is nagy csoda - írja a család.
22;index;https://index.hu/belfold/2020/01/27/nyilt_levelben_kerik_siklosi_beatrix_felmenteset/;Belföld;Nyílt levélben kérik Siklósi Beatrix felmentését;https://index.hu/belfold/2020/01/27/nyilt_levelben_kerik_siklosi_beatrix_felmenteset/;Mon, 27 Jan 2020 17:30:00 +0100;Az aHang nyílt levelét eddig 1700-an küldték el Siklósinak és az MTVA vezérigazgatójának, Papp Dánielnek.
23;index;https://index.hu/mindekozben/poszt/2020/01/27/vidam_kokuszkockaevo_versenynek_indult_borzaszto_tragedia_lett_belole/;Mindeközben;Vidám kókuszkockaevő versenynek indult, borzasztó tragédia lett belőle;https://index.hu/mindekozben/poszt/2020/01/27/vidam_kokuszkockaevo_versenynek_indult_borzaszto_tragedia_lett_belole/;Mon, 27 Jan 2020 17:10:01 +0100;
24;index;https://index.hu/belfold/2020/01/27/varju_laszlo_rabositas_ellenzek_mtva_ugyeszseg/;Belföld;Rabosították Varju László DK-s politikust;https://index.hu/belfold/2020/01/27/varju_laszlo_rabositas_ellenzek_mtva_ugyeszseg/;Mon, 27 Jan 2020 17:08:00 +0100;Hadházy szerint koncepciós eljárás, Tordai szerint a tisztességes többséget taposták meg az MTVA-ban, majd vádolták meg.
25;index;https://index.hu/kulfold/2020/01/27/fokozodik_az_eroszak_irakban/;Külföld;Fokozódik az erőszak Irakban;https://index.hu/kulfold/2020/01/27/fokozodik_az_eroszak_irakban/;Mon, 27 Jan 2020 16:45:00 +0100;Egy dél-iraki városban ismeretlen fegyveresek öltek meg tüntetőket, erre válaszul a tüntetők rendőrautókat gyújtottak fel.
26;index;https://index.hu/gazdasag/2020/01/27/uj_berlakasok_epiteset_tervezi_a_xv._kerulet/;Gazdaság;Új bérlakások építését tervezi a XV. kerület;https://index.hu/gazdasag/2020/01/27/uj_berlakasok_epiteset_tervezi_a_xv._kerulet/;Mon, 27 Jan 2020 16:44:00 +0100;Félmilliárd forintot különítenének el bérlakások építésére és felújítására.
27;index;https://index.hu/tudomany/tortenelem/2020/01/27/masodik_vilaghaboru_dania_dan_zsidok_nemet_naci_megszallas_holokauszt_zsidomentes/;Történelem;Évekig náci megszállás alatt volt az ország, mégis megmenekült a zsidók 99 százaléka;https://index.hu/tudomany/tortenelem/2020/01/27/masodik_vilaghaboru_dania_dan_zsidok_nemet_naci_megszallas_holokauszt_zsidomentes/;Mon, 27 Jan 2020 16:41:00 +0100;A dániai zsidómentés szép történet az emberi szolidaritásról és az önfeláldozó segítségről.
28;index;https://index.hu/gazdasag/2020/01/27/a_budapesti_milestone_intezet_az_elso_helyen_a_legsikeresebb_iskolak_nemzetkozi_rangsoraban/;Gazdaság;A budapesti Milestone Intézet az első helyen a legsikeresebb iskolák nemzetközi rangsorában;https://index.hu/gazdasag/2020/01/27/a_budapesti_milestone_intezet_az_elso_helyen_a_legsikeresebb_iskolak_nemzetkozi_rangsoraban/;Mon, 27 Jan 2020 16:22:00 +0100;A Milestone Intézet 6 diákját is felvették az egyik legrangosabb cambridge-i iskolába, ezzel az első helyen áll a nemzetközi rangsorban.
29;index;https://index.hu/techtud/2020/01/27/facebook_google_youtube_accenture_moderalas_moderatorok_ptsd/;Tech-tudomány;A Facebook és a Youtube moderátorai szerződésben mondanak le szellemi épségükről;https://index.hu/techtud/2020/01/27/facebook_google_youtube_accenture_moderalas_moderatorok_ptsd/;Mon, 27 Jan 2020 16:10:00 +0100;Lelki segélyt biztosítanak nekik, de vállalniuk kell, hogy poszttraumás stresszt okozhat a munkájuk.
30;index;https://index.hu/sport/bringa/2020/01/27/ezo_okozott_tomegbukast_vuelta_a_san_juan_kerekparverseny_1._szakasz_remco_evenepoel/;Bringa;Néző okozott tömegbukást az argentin kerékpárversenyen;https://index.hu/sport/bringa/2020/01/27/ezo_okozott_tomegbukast_vuelta_a_san_juan_kerekparverseny_1._szakasz_remco_evenepoel/;Mon, 27 Jan 2020 16:09:00 +0100;A Vuelta a San Juan versenyen 3,5 kilométerre a céltól, nagy sebességnél történt a baleset.
31;index;https://index.hu/kultur/zene/2020/01/27/megvan_az_idei_volt-nagyszinpad_teljes_line-upja/;Stenk;Megvan az idei VOLT-nagyszínpad teljes line-upja;https://index.hu/kultur/zene/2020/01/27/megvan_az_idei_volt-nagyszinpad_teljes_line-upja/;Mon, 27 Jan 2020 16:04:00 +0100;
32;index;https://index.hu/mindekozben/poszt/2020/01/27/latott_mar_gurulo_fiatovicsot_biztosan_csak_nem_tud_rola/;Belföld;Látott már guruló Fiatovicsot? Biztosan, csak nem tud róla;https://index.hu/mindekozben/poszt/2020/01/27/latott_mar_gurulo_fiatovicsot_biztosan_csak_nem_tud_rola/;Mon, 27 Jan 2020 15:54:22 +0100;
33;index;https://index.hu/belfold/2020/01/27/mav_jegyautomata_4_6_milliard/;Belföld;A MÁV 4,6 milliárd forintból üzemel be új jegautomatákat;https://index.hu/belfold/2020/01/27/mav_jegyautomata_4_6_milliard/;Mon, 27 Jan 2020 15:49:00 +0100;375 darab vandálbiztos, antigraffiti-bevonattal rendelkező és időjárásálló automatája lesz a cégnek.
34;index;https://index.hu/gazdasag/2020/01/27/egyre_tobb_a_munkanelkuli_fiatal/;Gazdaság;Egyre több a munkanélküli fiatal;https://index.hu/gazdasag/2020/01/27/egyre_tobb_a_munkanelkuli_fiatal/;Mon, 27 Jan 2020 15:09:00 +0100;A 15-24 évesek körében 13,2 százalékos a munkanélküliség, majdnem négyszer magasabb, mint a teljes népességben.
35;index;https://index.hu/mindekozben/poszt/2020/01/27/24_ezer_kezbesitetlen_kuldemeny_japan_postas_felhalmozas/;Mindeközben;Egy japán postás gondolt egyet, és 24 ezer küldeményt halmozott fel otthon;https://index.hu/mindekozben/poszt/2020/01/27/24_ezer_kezbesitetlen_kuldemeny_japan_postas_felhalmozas/;Mon, 27 Jan 2020 15:07:47 +0100;
36;index;https://index.hu/kulfold/2020/01/27/ausztral_bozottuz_adomany_tamogatas_kozvelemeny-kutatas/;Külföld;Az ausztrálok fele a saját pénzével is segíti a bozóttüzek elleni harcot;https://index.hu/kulfold/2020/01/27/ausztral_bozottuz_adomany_tamogatas_kozvelemeny-kutatas/;Mon, 27 Jan 2020 14:58:00 +0100;Bár a napokig tartó heves esőzések megfékezték a lángokat, hamarosan visszatér a forró és száraz idő.
37;index;https://index.hu/sport/vizilabda/2020/01/27/brutalis_olimpiai_selejtezotorna_magyar_noi_polovalogatott_biro_attila_nyilatkozat/;Vízilabda;Brutális olimpiai selejtezőre számít a női pólóválogatott kapitánya;https://index.hu/sport/vizilabda/2020/01/27/brutalis_olimpiai_selejtezotorna_magyar_noi_polovalogatott_biro_attila_nyilatkozat/;Mon, 27 Jan 2020 14:52:00 +0100;Bíró Attila szerint kis szerencsével már az Eb-n is meg lehetett volna szerezni a kvótát, de van B tervük.
38;index;https://index.hu/techtud/2020/01/27/koronavirus_elo_adatok_statisztikak_terkep_kina_jarvany/;Tech-tudomány;Kövesse élőben a koronavírus terjedését!;https://index.hu/techtud/2020/01/27/koronavirus_elo_adatok_statisztikak_terkep_kina_jarvany/;Mon, 27 Jan 2020 14:51:00 +0100;Térkép azoknak, akiknek nem elég olvasni róla.
39;index;https://index.hu/techtud/2020/01/27/szivizomszovet_atultetes_japan_ips/;Tech-tudomány;A világon elsőként ültettek át mindenre jó őssejtből készült szívizomszövetet Japánban;https://index.hu/techtud/2020/01/27/szivizomszovet_atultetes_japan_ips/;Mon, 27 Jan 2020 14:33:00 +0100;A kutatók azt remélik, hogy az iPS-ből nyert szövet átültetése kiválthatja a szívtranszplantációt.
40;index;https://index.hu/mindekozben/poszt/2020/01/27/egeszen_nyilvanvalo_volt_hogy_gwyneth_paltrow_vaginaillatu_gyertyaja_utan_valaki_piacra_fogja_dobni_a_a_peniszillatu_gyertyat_is_de_miert_dragabb_25_dollarral/;Mindeközben;Nyilvánvaló volt, hogy Gwyneth Paltrow vaginaillatú gyertyája után valaki piacra fogja dobni a péniszillatú gyertyát is (de miért drágább 25 dollárral?);https://index.hu/mindekozben/poszt/2020/01/27/egeszen_nyilvanvalo_volt_hogy_gwyneth_paltrow_vaginaillatu_gyertyaja_utan_valaki_piacra_fogja_dobni_a_a_peniszillatu_gyertyat_is_de_miert_dragabb_25_dollarral/;Mon, 27 Jan 2020 14:13:25 +0100;
41;index;https://index.hu/gazdasag/2020/01/27/forint_euro_arfolyam_tortenelmi_melypont/;Gazdaság;1 euró: 338,74 forint;https://index.hu/gazdasag/2020/01/27/forint_euro_arfolyam_tortenelmi_melypont/;Mon, 27 Jan 2020 14:05:00 +0100;A magyar deviza csúcsot döntött, mélyponton van, lélektani határt lépett át.
42;index;https://index.hu/video/2020/01/27/brexit_kepbehozo_boris_johnson_nagy-britannia_kilepes_eu_theresa_may_david_cameron_macska/;Videó;Meg akarja érteni a brexitet? Hozzuk a macskát!;https://index.hu/video/2020/01/27/brexit_kepbehozo_boris_johnson_nagy-britannia_kilepes_eu_theresa_may_david_cameron_macska/;Mon, 27 Jan 2020 13:58:00 +0100;Három év huzavona után pénteken kilépnek a britek. Néhány percben összefoglaltuk, miről van szó, mik voltak a fordulópontok, és kik a főszereplők. No meg hogy mi jön ezután!
43;index;https://index.hu/napirajz/2020/01/27/gyor_elesett/;Napirajz;Győr elesett;https://index.hu/napirajz/2020/01/27/gyor_elesett/;Mon, 27 Jan 2020 13:45:00 +0100;
44;index;https://index.hu/kulfold/2020/01/27/horvat_katonai_helikopter_lezuhant_adria/;Külföld;Tengerbe zuhant egy horvát katonai helikopter;https://index.hu/kulfold/2020/01/27/horvat_katonai_helikopter_lezuhant_adria/;Mon, 27 Jan 2020 13:40:00 +0100;A baleset helyszínén jelenleg három hajóról zajlik a mentés, egy holttestet találtak.
45;index;https://index.hu/sport/tenisz/2020/01/27/rafael_nadal-nick_kyrgios_australian_open_2020_nyolcaddonto_kobe_bryant-mez/;Tenisz;Rafael Nadal az ausztrálok kedvencét legyőzve negyeddöntős az AusOpenen;https://index.hu/sport/tenisz/2020/01/27/rafael_nadal-nick_kyrgios_australian_open_2020_nyolcaddonto_kobe_bryant-mez/;Mon, 27 Jan 2020 13:39:00 +0100;A kosárrajongó Nick Kyrgios Kobe Bryant-mezben vonult ki a meccsre.
46;index;https://index.hu/kultur/media/2020/01/27/38._magyar_sajtofoto_palyazat_dijazottak/;Média;Hajókatasztrófa és menekültek az év hírképein;https://index.hu/kultur/media/2020/01/27/38._magyar_sajtofoto_palyazat_dijazottak/;Mon, 27 Jan 2020 13:33:00 +0100;A 38. Magyar Sajtófotó Pályázaton a kiürített vučjaki menekülttábor, kutyaterápia és egy tízgyermekes család karácsonya is megjelenik.
47;index;https://index.hu/nagykep/2020/01/27/a_hableany_tragediaja/;Nagykép;A Hableány-tragédiával nyert első díjat az Index fotóriportere;https://index.hu/nagykep/2020/01/27/a_hableany_tragediaja/;Mon, 27 Jan 2020 13:30:00 +0100;Kollégánk, Ajpek Orsi a hajószerencsétlenségről készült képeivel nyerte el a 38. Magyar Sajtófotó Pályázat “Képriport” kategóriájának első díját.
48;index;https://index.hu/techtud/2020/01/27/samsung_galaxy_fold_2_pletyka_szivargas/;Tech-tudomány;Pár hónap múlva a kezünkbe kerülhet egy harmadik hajtogatós Samsung is;https://index.hu/techtud/2020/01/27/samsung_galaxy_fold_2_pletyka_szivargas/;Mon, 27 Jan 2020 13:30:00 +0100;A második negyedévben érkezhet egy csúcskategóriás modell. Nem a Galaxy Z Flip.
49;index;https://index.hu/mindekozben/poszt/2020/01/27/marihuanabol_keszult_plakattal_hirdetik_guy_ritchie_uj_filmjet_es_az_egesz_film_is_a_fu_korul_forog/;Mindeközben;Marihuánából készült plakáttal hirdetik Guy Ritchie új filmjét, ami egyébként is a fű körül forog;https://index.hu/mindekozben/poszt/2020/01/27/marihuanabol_keszult_plakattal_hirdetik_guy_ritchie_uj_filmjet_es_az_egesz_film_is_a_fu_korul_forog/;Mon, 27 Jan 2020 13:29:20 +0100;
50;index;https://index.hu/kultur/media/2020/01/27/hardy_mihaly_visszater_a_mediaba/;Média;Hardy Mihály visszatér a médiába, a Klubrádió főszerkesztő-helyettese lesz;https://index.hu/kultur/media/2020/01/27/hardy_mihaly_visszater_a_mediaba/;Mon, 27 Jan 2020 13:28:00 +0100;A Liszt Ferenc Repülőtér volt kommunikációs igazgatójának azonban egyelőre nem lesz saját műsora.
51;index;https://index.hu/gazdasag/2020/01/27/orban_bizalmasa_vette_meg_a_hollohazi_porcelangyarat/;Gazdaság;Orbán bizalmasa vette meg a Hollóházi Porcelángyárat;https://index.hu/gazdasag/2020/01/27/orban_bizalmasa_vette_meg_a_hollohazi_porcelangyarat/;Mon, 27 Jan 2020 13:21:00 +0100;Várhegyi Attila azután lett a miniszterelnök háttérerembere, hogy elítélték hűtlen kezelésért. A dolgozókkal személyesen közölte, hogy ő az új tulajdonos.
52;index;https://index.hu/belfold/2020/01/27/karacsony_nagy_mertekben_korlatozna_a_lanchid_forgalmat/;Belföld;Karácsony nagymértékben korlátozná a Lánchíd forgalmát;https://index.hu/belfold/2020/01/27/karacsony_nagy_mertekben_korlatozna_a_lanchid_forgalmat/;Mon, 27 Jan 2020 13:20:00 +0100;A híd felújítása Alagút nélkül is minimum nettó 24,6 milliárdba kerülne, a fővárosnak pedig az Alagúttal együtt van rá bruttó 23,3 milliárdja.
53;index;https://index.hu/techtud/2020/01/27/genetika_kutatas_dns_evolucio_metilcsoportok_elesztogomba/;Tech-tudomány;Az evolúció új módjára bukkanhattak;https://index.hu/techtud/2020/01/27/genetika_kutatas_dns_evolucio_metilcsoportok_elesztogomba/;Mon, 27 Jan 2020 13:16:00 +0100;Nemcsak a gének, hanem az azokra tapadt metilcsoportok is részt vehetnek az öröklődésben.
54;index;https://index.hu/gazdasag/2020/01/27/2021_vegen_mar_johet_gaz_a_torok_aramlaton_keresztul/;Gazdaság;2021 végén már jöhet gáz a Török Áramlaton keresztül;https://index.hu/gazdasag/2020/01/27/2021_vegen_mar_johet_gaz_a_torok_aramlaton_keresztul/;Mon, 27 Jan 2020 12:58:00 +0100;Ukrajnát kikerülve jön Magyarországra az orosz földgáz.
55;index;https://index.hu/sport/futball/2020/01/27/a_football_leaks_botrany_portugal_hacker_rui_pinto_angolai_korrupcios_botrany_isabel_dos_santos/;Futball;A Budapesten elfogott hacker leplezte le a leggazdagabb afrikai nőt;https://index.hu/sport/futball/2020/01/27/a_football_leaks_botrany_portugal_hacker_rui_pinto_angolai_korrupcios_botrany_isabel_dos_santos/;Mon, 27 Jan 2020 12:50:00 +0100;Rui Pintót a magyar hatóságok tavaly adták át Portugáliának. Football Leaks nevű oldala a sportvilág szennyeseit is kiteregette.
56;index;https://index.hu/sport/tenisz/2020/01/27/caroline_wozniacki_visszavonulas_betegseg_csaladalapitas_australian_open_williams/;Tenisz;Az AusOpenen búcsúzott a tenisztől a volt világelső;https://index.hu/sport/tenisz/2020/01/27/caroline_wozniacki_visszavonulas_betegseg_csaladalapitas_australian_open_williams/;Mon, 27 Jan 2020 12:49:00 +0100;Több mint 10 milliárd forintot teniszezett össze, 71 hétig vezette a ranglistát, de betegsége miatt befejezi Wozniacki.
57;index;https://index.hu/mindekozben/poszt/2020/01/27/meszaros_lorincnek_tobb_penze_van_mint_venezuelanak/;Mindeközben;Mészáros Lőrincnek több pénze van, mint Venezuelának;https://index.hu/mindekozben/poszt/2020/01/27/meszaros_lorincnek_tobb_penze_van_mint_venezuelanak/;Mon, 27 Jan 2020 12:30:57 +0100;
58;index;https://index.hu/kultur/media/2020/01/27/lakner_168_ora/;Média;Hónapok óta nem fizet a 168 Óra az egykori főszerkesztő-helyettesének;https://index.hu/kultur/media/2020/01/27/lakner_168_ora/;Mon, 27 Jan 2020 12:20:00 +0100;Lakner Zoltán állítása szerint a lap kiadója már a bírósággal sem kommunikál.
59;index;https://index.hu/velemeny/2020/01/27/holokauszt_soa_heisler_andras_pokorni_zoltan/;Hirdetés nélkül;Át tudom érezni Pokorni magányát;https://index.hu/velemeny/2020/01/27/holokauszt_soa_heisler_andras_pokorni_zoltan/;Mon, 27 Jan 2020 11:57:00 +0100;A pótolhatatlanság fájdalmában ott van az ártatlan utódok egymásra találásának reménye. Heisler András Mazsihisz-elnök írása.
60;index;https://index.hu/gazdasag/2020/01/27/scheer_interju_draga_alvallalkozok_keves_szakmunkas_kepzetlen_ukranok/;Gazdaság;Drága alvállalkozókról, képzetlen ukránokról beszélt a Market-vezér;https://index.hu/gazdasag/2020/01/27/scheer_interju_draga_alvallalkozok_keves_szakmunkas_kepzetlen_ukranok/;Mon, 27 Jan 2020 11:46:00 +0100;Scheer Sándor kormányközeli üzletember vállalata 8 milliárdos profitot csinált 2019-ben, de zárhatott volna jobb évet is.
61;index;https://index.hu/kulfold/2020/01/27/utasszallito_repulo_lezuhant_afganisztan/;Külföld;Lezuhant egy repülőgép Afganisztánban;https://index.hu/kulfold/2020/01/27/utasszallito_repulo_lezuhant_afganisztan/;Mon, 27 Jan 2020 11:45:00 +0100;Egyelőre nem tudni, hányan haltak meg, sőt, azt se, melyik országhoz tartozik. De egyre valószínűbb, hogy amerikai felderítőgép lehetett.
62;index;https://index.hu/kultur/media/2020/01/27/nem_foz_tobbet_gryllus_dorka_a_viasat3-on/;Média;Nem főz többet Gryllus Dorka a Viasat3-on;https://index.hu/kultur/media/2020/01/27/nem_foz_tobbet_gryllus_dorka_a_viasat3-on/;Mon, 27 Jan 2020 11:40:00 +0100;Elkaszálták az ízig-vérig folytatását, de az RTL-en és a TV2-n is szűnnek meg sorozatok.
63;index;https://index.hu/mindekozben/poszt/2020/01/27/a_legujabb_marvel-kepregeny_azzal_nyit_hogy_kinyirja_az_egesz_dc-univerzumot/;Mindeközben;A legújabb Marvel-képregény azzal nyit, hogy kinyírja az egész DC-univerzumot;https://index.hu/mindekozben/poszt/2020/01/27/a_legujabb_marvel-kepregeny_azzal_nyit_hogy_kinyirja_az_egesz_dc-univerzumot/;Mon, 27 Jan 2020 11:29:17 +0100;
