pkey;key;guid;pubDate;title;description;category;link
2833;hvg;http://hvg.hu/elet/20200127_irani_rendezo_roszke_tranzitzona_bidf_bemutato#rss;[];Nem jöhet ki a röszkei tranzitzónából a róla is szóló film bemutatójára az iráni rendező;Abouzar Soltani és 10 éves kisfia több mint egy éve élnek Röszkén, kisfilmet is forgattak történetükről.;http://hvg.hu/elet/20200127_irani_rendezo_roszke_tranzitzona_bidf_bemutato#rss;Mon, 27 Jan 2020 11:59:00 GMT
2834;hvg;http://hvg.hu/gazdasag/20200127_tb_kassza_hiany_nyugdijalapok#rss;[];Nagyobbra nőtt a hiány a tb-kasszában, mint amekkora 2009-ben volt;A nyugdíjalapoknak akkora a hiánya, hogy már a világválság alatti időszaknál is nagyobb a teljes tb-kassza deficitje.;http://hvg.hu/gazdasag/20200127_tb_kassza_hiany_nyugdijalapok#rss;Mon, 27 Jan 2020 11:44:00 GMT
2835;hvg;http://hvg.hu/itthon/20200127_tgm_europai_neppart_es_egyeb_jarasi_legendak#rss;[];TGM: Európai Néppárt és egyéb járási legendák;Kicsivel több, mint húsz esztendővel ezelőtt valóban óriási világbotrány tört ki, amikor 1999. október 3-án megalakult az első olyan európai kormány, amelyben először vettek részt – és itt tekintsünk el az elaggott portugáliai és spanyolországi ófasiszta rezsimektől – a háború óta a modern neonácik.;http://hvg.hu/itthon/20200127_tgm_europai_neppart_es_egyeb_jarasi_legendak#rss;Mon, 27 Jan 2020 11:35:00 GMT
2836;hvg;http://hvg.hu/kkv/20200127_hardy_mihaly_klubradio_foszerkeszto_helyettes#rss;[];A Klubrádióhoz igazol Hardy Mihály;A Liszt Ferenc Nemzetközi Repülőtér volt kommunikációs igazgatójának érkezését a rádió értekezletén jelentették be.;http://hvg.hu/kkv/20200127_hardy_mihaly_klubradio_foszerkeszto_helyettes#rss;Mon, 27 Jan 2020 11:34:00 GMT
2837;hvg;http://hvg.hu/elet/20200127_dronvideo_szoke_tisza_gozhajo#rss;[];Drónvideón a Tiszából kiemelt legendás gőzhajó;A Szőke Tiszát sikeresen kiemelték a folyóból, most indul a kitakarítása.;http://hvg.hu/elet/20200127_dronvideo_szoke_tisza_gozhajo#rss;Mon, 27 Jan 2020 11:25:00 GMT
2838;hvg;http://hvg.hu/vilag/20200127_lezuhant_egy_boeing_afganisztanban#rss;[];Lezuhant egy Boeing utasszállító Afganisztánban;Az afgán állami légitársaság tagadja, hogy az ő utasszállítójuk szenvedett balesetet.;http://hvg.hu/vilag/20200127_lezuhant_egy_boeing_afganisztanban#rss;Mon, 27 Jan 2020 11:16:00 GMT
2839;hvg;http://hvg.hu/gazdasag/20200127_Europai_keresztenykonzervativ_zoldpolitikat_surget_Varga_Judit#rss;[];Elárulta Varga Judit, milyen lehetne a keresztény-konzervatív zöldpolitika;Az igazságügyi miniszter arra szólítja fel a keresztény-konzervatív pártokat, hogy nyújtsanak alternatívát a zöld liberalizmussal szemben.;http://hvg.hu/gazdasag/20200127_Europai_keresztenykonzervativ_zoldpolitikat_surget_Varga_Judit#rss;Mon, 27 Jan 2020 11:05:00 GMT
2840;hvg;http://hvg.hu/tudomany/20200127_kobe_bryant_helikopter_baleset_sikorsky_s_76b_repulogep_n72ex#rss;[];Biztonságosnak számít a helikopter, amellyel Kobe Bryanték lezuhantak Kaliforniában;Nem csak hatalmas ugrásairól volt híres a 41 éves korában elhunyt Kobe Bryant. A kosárlegenda, amikor csak tehette, privát helikopterével közlekedett. A technikai adatok alapján igen biztonságosnak számító géptípus nem olcsó játékszer.;http://hvg.hu/tudomany/20200127_kobe_bryant_helikopter_baleset_sikorsky_s_76b_repulogep_n72ex#rss;Mon, 27 Jan 2020 11:03:00 GMT
2841;hvg;http://hvg.hu/itthon/20200127_vonatgazolas_gardony_keses#rss;[];Gázolt a vonat Gárdonynál, késések vannak Székesfehérvár és Budapest között;Egy vágányon közlekednek a vonatok Gárdony és Ódinnyés között.;http://hvg.hu/itthon/20200127_vonatgazolas_gardony_keses#rss;Mon, 27 Jan 2020 11:02:00 GMT
2842;hvg;http://hvg.hu/kkv/20200127_dm_baba_testapolo_elesztogomba_visszavonas#rss;[];A dm visszahív egy kisbabáknak készült testápolót, mert élesztőgomba lehet benne;Gyulladást okozhat az arra érzékenyeknél.;http://hvg.hu/kkv/20200127_dm_baba_testapolo_elesztogomba_visszavonas#rss;Mon, 27 Jan 2020 10:59:00 GMT
2843;hvg;http://hvg.hu/elet/20200127_A_My_Chemical_Romance_a_Bring_me_the_Horizon_es_az_Offspring_is_jon_a_Voltra#rss;[];A My Chemical Romance, a Bring Me The Horizon és az Offspring is jön a Voltra;Három rockbanda, a My Chemical Romance, a Bring Me The Horizon és a The Offspring iratkozott fel a napokban a korábban bejelentett fellépők mellé a Telekom VOLT Fesztivál idei fellépőinek listájára.;http://hvg.hu/elet/20200127_A_My_Chemical_Romance_a_Bring_me_the_Horizon_es_az_Offspring_is_jon_a_Voltra#rss;Mon, 27 Jan 2020 10:44:00 GMT
2844;hvg;http://hvg.hu/vilag/20200127_donald_trump_koronavirus#rss;[];Trump a koronavírusról: Itt vagyunk, segítünk;Nagyszerű szakértőink vannak, írta az amerikai elnök.;http://hvg.hu/vilag/20200127_donald_trump_koronavirus#rss;Mon, 27 Jan 2020 20:55:00 GMT
2845;hvg;http://hvg.hu/itthon/20200127_kispest_lackner_vizsgalobizottsag#rss;[];Lackner-ügy: furcsán, de felállt a kispesti tényfeltáró bizottság;A képviselőtestület döntése alapján az eredetileg tervezetthez képest fele annyi ideig és zártan fog működni a kispesti tényfeltáró bizottság.;http://hvg.hu/itthon/20200127_kispest_lackner_vizsgalobizottsag#rss;Mon, 27 Jan 2020 20:35:00 GMT
2846;hvg;http://hvg.hu/tudomany/20200127_elso_ipad_bemutato_2010_steve_jobs_tablagep#rss;[];"10 éve mutatták be az első iPadet, a ""nagy iPhone-t""";2010. január 27-én olyat láthattak az Apple-rajongók, amit előtte soha: Steve Jobs kiállt színpadra és bemutatta a cég első – és sokak által nagyon furcsának tartott – táblagépét, az iPadet.;http://hvg.hu/tudomany/20200127_elso_ipad_bemutato_2010_steve_jobs_tablagep#rss;Mon, 27 Jan 2020 20:33:00 GMT
2847;hvg;http://hvg.hu/elet/20200127_kobe_bryant_helikopter_baleset_twitter_noso#rss;[];Valaki 2012-ben megírta, hogy Kobe Bryant helikopter-balesetben fog meghalni;A Twitteren. És aztán tényleg így lett.;http://hvg.hu/elet/20200127_kobe_bryant_helikopter_baleset_twitter_noso#rss;Mon, 27 Jan 2020 20:10:00 GMT
2848;hvg;http://hvg.hu/elet/20200127_andras_herceg_epstein_ugy_fbi#rss;[];András herceg nem akar együttműködni az FBI-jal az Epstein-ügyben;Pedig korábban azt állította, hogy a nyomozóhatóság bármit kérdezhet tőle.;http://hvg.hu/elet/20200127_andras_herceg_epstein_ugy_fbi#rss;Mon, 27 Jan 2020 19:50:00 GMT
2849;hvg;http://hvg.hu/kkv/20200127_Farmerben_kockas_zakoban_landolt_Afrikaban_a_harmadik_leggazdagabb_magyar#rss;[];Farmerben, kockás zakóban landolt Afrikában a harmadik leggazdagabb magyar;Szíjj László cége, a Duna Aszfalt a kongói bányavidék és egy zambiai város között épít utat.;http://hvg.hu/kkv/20200127_Farmerben_kockas_zakoban_landolt_Afrikaban_a_harmadik_leggazdagabb_magyar#rss;Mon, 27 Jan 2020 19:33:00 GMT
2850;hvg;http://hvg.hu/tudomany/20200127_kobe_bryant_baleset_kosarlabda_videojatek_nba_2k20#rss;[];Kobe Bryant-re emlékeznek az egyik legismertebb kosárlabdás videojátékban;Az egyik legismertebb és legnépszerűbb sportjáték, az NBA 2K20 töltőképernyőjén a vasárnap helikopter-balesetben elhunyt Kobe Bryant-re emlékeznek a szoftver fejlesztői.;http://hvg.hu/tudomany/20200127_kobe_bryant_baleset_kosarlabda_videojatek_nba_2k20#rss;Mon, 27 Jan 2020 19:03:00 GMT
2851;hvg;http://hvg.hu/elet/20200127_Lehet_hogy_a_te_agyad_alatti_szorny_is_en_vagyok__mit_tud_Billie_Eilish#rss;[];„Lehet, hogy a te ágyad alatti szörny is én vagyok” – mit tud Billie Eilish?;Tarolt a Grammy-gálán a 18 éves popsztár, aki nagyon rövid idő alatt lett borzasztóan sikeres. Megnéztük, honnan indult, és milyen út vezetett a díjakig.;http://hvg.hu/elet/20200127_Lehet_hogy_a_te_agyad_alatti_szorny_is_en_vagyok__mit_tud_Billie_Eilish#rss;Mon, 27 Jan 2020 19:00:00 GMT
2852;hvg;http://hvg.hu/elet/20200127_kobe_bryant_helikopter_baleset#rss;[];Kiderült, kik utaztak még Kobe Bryant lezuhant helikopterén;Közzétették a vasárnapi tragédia áldozatainak a nevét, melyben a kosárlegenda és lánya is életét vesztette.;http://hvg.hu/elet/20200127_kobe_bryant_helikopter_baleset#rss;Mon, 27 Jan 2020 18:41:00 GMT
2853;hvg;http://hvg.hu/gazdasag/20200127_Megmondta_a_MAV_mennyibe_kerulne_hogy_ne_legyenek_kesesek#rss;[];Megmondta a MÁV, mennyibe kerülne, hogy ne legyenek késések;A legkritikusabb szakaszon is csak 8 kilométernyi felújításra futja idén.;http://hvg.hu/gazdasag/20200127_Megmondta_a_MAV_mennyibe_kerulne_hogy_ne_legyenek_kesesek#rss;Mon, 27 Jan 2020 18:37:00 GMT
2854;hvg;http://hvg.hu/gazdasag/20200127_kina_vuhan_koronavirus_gazdasag#rss;[];A külföldi cégek sorra menekítik ki embereiket Vuhanból;Sok helyen valószínűleg nem indul újra a termelés.;http://hvg.hu/gazdasag/20200127_kina_vuhan_koronavirus_gazdasag#rss;Mon, 27 Jan 2020 18:35:00 GMT
2855;hvg;http://hvg.hu/kkv/20200127_Kitettek_Schobert_Norbert_ceget_az_egyik_fovarosi_bevasarlokozpontbol#rss;[];Szerződést bontott Schobert Norbert cégével az egyik fővárosi Update-üzlet;Azt írták, sem a világszemléletével, sem a kommunikációs stílusával nem értenek egyet a fitneszgurunak.;http://hvg.hu/kkv/20200127_Kitettek_Schobert_Norbert_ceget_az_egyik_fovarosi_bevasarlokozpontbol#rss;Mon, 27 Jan 2020 18:28:00 GMT
2856;hvg;http://hvg.hu/itthon/20200127_Lemondott_es_a_parbol_is_kilepett_a_Momentum_gyori_elnoke#rss;[];Lemondott és a párból is kilépett a Momentum győri elnöke;Hegyi Szabolcs állítása szerint döntésének semmi köze a vasárnapi polgármester-választáshoz.;http://hvg.hu/itthon/20200127_Lemondott_es_a_parbol_is_kilepett_a_Momentum_gyori_elnoke#rss;Mon, 27 Jan 2020 18:06:00 GMT
2857;hvg;http://hvg.hu/tudomany/20200127_kina_vuhan_koronavirus_hogy_nez_ki_foto#rss;[];Megjöttek a fotók, így néz ki közelről a Kínából indult koronavírus;Kínai tudósok mutatták be azokat a fotókat, melyeken a Vuhanból indult, de már Európában is fertőző koronavírus látható.;http://hvg.hu/tudomany/20200127_kina_vuhan_koronavirus_hogy_nez_ki_foto#rss;Mon, 27 Jan 2020 18:03:00 GMT
2858;hvg;http://hvg.hu/gazdasag/20200127_olcsobb_lehet_a_koolaj_a_koronavirus_miatt#rss;[];Olcsóbb lehet a kőolaj a koronavírus miatt;Szakértők hordónként 55 dollárt várnak.;http://hvg.hu/gazdasag/20200127_olcsobb_lehet_a_koolaj_a_koronavirus_miatt#rss;Mon, 27 Jan 2020 17:34:00 GMT
2859;hvg;http://hvg.hu/vilag/20200127_koronavirus_who_kina_vuhan_jarvany#rss;[];WHO: Nemzetközi szinten is magas a koronavírus veszélyessége;Kínában szükséghelyzet van, világméretű egészségügyi válságról nincs szó.;http://hvg.hu/vilag/20200127_koronavirus_who_kina_vuhan_jarvany#rss;Mon, 27 Jan 2020 17:23:00 GMT
2860;hvg;http://hvg.hu/gazdasag/20200127_Itt_a_Penzugyminiszterium_magyarazata_miert_kell_valtoztatni_az_egeszsegugyi_ellatason#rss;[];Itt a Pénzügyminisztérium magyarázata, miért kell változtatni az egészségügyi ellátáson;Korábban a Népszava írta meg, hogy szerinte semmilyen adat nem indokolta a szigorítást.;http://hvg.hu/gazdasag/20200127_Itt_a_Penzugyminiszterium_magyarazata_miert_kell_valtoztatni_az_egeszsegugyi_ellatason#rss;Mon, 27 Jan 2020 17:18:00 GMT
2861;hvg;http://hvg.hu/gazdasag/20200127_matolcsy_gyorgy_magyar_gazdasag_elemzes#rss;[];"Matolcsy: ""Kívülről időnként érdesnek, hegyesnek és önfejűnek látszunk""";A jegybankelnök a magyar gazdaságról írt legfrissebb elemzésében.;http://hvg.hu/gazdasag/20200127_matolcsy_gyorgy_magyar_gazdasag_elemzes#rss;Mon, 27 Jan 2020 17:11:00 GMT
2862;hvg;http://hvg.hu/itthon/20200127_Otmillio_forintnal_is_tobbet_kert_volna_a_MAK_a_kozerdeku_adatok_kiadasaert__a_birosag_szerint_jogtalanul#rss;[];Ötmillió forintnál is többet kért volna az Államkincstár a közérdekű adatok kiadásáért – a bíróság szerint jogtalanul;Rekordösszegű – 5,3 millió forintos – költségtérítést akart bevasalni a Magyar Államkincstár két éve a Transparency International Magyarországtól annak fejében, hogy kiadja a 2018-as parlamenti választás kampányköltéseinek dokumentumait. Pontosabban, az állami szervezet ennyi pénzért csak vizsgálni lett volna hajlandó, hogy kiadja-e egyáltalán a dokumentumokat. Az adatvédelmi hatóság után most első fokon a bíróság is nonszensznek nevezte a MÁK követelését.;http://hvg.hu/itthon/20200127_Otmillio_forintnal_is_tobbet_kert_volna_a_MAK_a_kozerdeku_adatok_kiadasaert__a_birosag_szerint_jogtalanul#rss;Mon, 27 Jan 2020 17:08:00 GMT
2863;hvg;http://hvg.hu/itthon/20200127_enyhe_idojaras_eso_kedd#rss;[];Akár 11 fok is lehet, de esni fog;Enyhe lesz az idő kedden.;http://hvg.hu/itthon/20200127_enyhe_idojaras_eso_kedd#rss;Mon, 27 Jan 2020 17:05:00 GMT
2870;hvg;http://hvg.hu/tudomany/20200127_google_airdrop_fajlmegosztas_okostelefonon_nearby_sharing_samsung_quick_share#rss;[];Hasznos új funkció jön Androidra, már videó is van róla, hogyan működik;Az XDA Developersnek hála már videón is látható, hogyan működik a Google új fájlmegosztó szolgáltatása, a Nearby Sharing.;http://hvg.hu/tudomany/20200127_google_airdrop_fajlmegosztas_okostelefonon_nearby_sharing_samsung_quick_share#rss;Mon, 27 Jan 2020 17:03:00 GMT
2871;hvg;http://hvg.hu/kultura/20200127_rtl_klub_tv2_sorozat_alvilag_korhataros_szerelem_izig_verig#rss;[];Sorozatokat kaszált el az RTL Klub és a TV2;Nem lesz több része az Alvilágnak, a Korhatáros szerelemnek és a Bogaras szülőknek sem. A műsorok az RTL Klubon és a TV2-n futottak.;http://hvg.hu/kultura/20200127_rtl_klub_tv2_sorozat_alvilag_korhataros_szerelem_izig_verig#rss;Mon, 27 Jan 2020 16:59:00 GMT
2872;hvg;http://hvg.hu/itthon/20200127_rabositas_varju_laszlo#rss;[];Rabosították Varju Lászlót – videó;A Demokratikus Koalíció politikusától ujjlenyomatot vettek.;http://hvg.hu/itthon/20200127_rabositas_varju_laszlo#rss;Mon, 27 Jan 2020 16:32:00 GMT
2873;hvg;http://hvg.hu/brandchannel/samsungbch_20200127_tech_jovo_2020_5G_AI_okosotthon#rss;[];Mi ez, ha nem a tejjel-mézzel folyó tech-jövő?;Ami éveken, évtizedeken keresztül csak a sci-fi írók fantáziájában, illetve a szakmai konferenciák nyitó beszédeinek vízióiban létezett, mostanra kézzel fogható valósággá vált. Lássuk, mit jelent, ha az életünknek már szerves részét képezi az innovatív, intelligens technológia.;http://hvg.hu/brandchannel/samsungbch_20200127_tech_jovo_2020_5G_AI_okosotthon#rss;Mon, 27 Jan 2020 16:30:00 GMT
2874;hvg;http://hvg.hu/tudomany/20200127_vine_byte_videos_alkalmazas_tiktok#rss;[];Már letöltheti az appot, ami a TikTok és az Instagram kihívója szeretne lenni;Hosszú szünet után visszatért a rövid videóiról ismert Vine – csak már Byte néven. A platform és cél viszont maradt ugyanaz.;http://hvg.hu/tudomany/20200127_vine_byte_videos_alkalmazas_tiktok#rss;Mon, 27 Jan 2020 16:18:00 GMT
2875;hvg;http://hvg.hu/gazdasag/20200127_karanten_orvosi_vizsgalat_god_samsung_gyar_kinai_munkasok#rss;[];Karanténba zárják, megvizsgáltatják a gödi Samsung-gyárban dolgozó kínai munkásokat;A Samsung SDI maga döntött az intézkedésekről a koronavírus terjedése miatt.;http://hvg.hu/gazdasag/20200127_karanten_orvosi_vizsgalat_god_samsung_gyar_kinai_munkasok#rss;Mon, 27 Jan 2020 16:15:00 GMT
2876;hvg;http://hvg.hu/itthon/20200127_Czegledyper_Az_osszes_buntetougyes_biro_elfogultsagot_jelentett_be_a_Szegedi_Torvenyszeken#rss;[];Czeglédy-per: Az összes büntetőügyes bíró elfogultságot jelentett be a Szegedi Törvényszéken;Nem csak a Czeglédy Csaba és néhány vádlott kifogásolta bíró, hanem lényegében a Szegedi Törvényszék összes számításba kerülő bírája elfogultságot jelentett be – derült ki a bíróság közleményéből.;http://hvg.hu/itthon/20200127_Czegledyper_Az_osszes_buntetougyes_biro_elfogultsagot_jelentett_be_a_Szegedi_Torvenyszeken#rss;Mon, 27 Jan 2020 16:06:00 GMT
2877;hvg;http://hvg.hu/tudomany/20200127_facebook_uj_profilkep#rss;[];Mit üzen vajon a Facebook az új profilképével?;Nem teljesen világos, mire utal a Facebook új profilképe, amelyet a közösségi oldalon állított be az üzemeltető. A képet nem gyakran módosítják, ha pedig mégis, azt jó okkal teszik.;http://hvg.hu/tudomany/20200127_facebook_uj_profilkep#rss;Mon, 27 Jan 2020 15:33:00 GMT
2878;hvg;http://hvg.hu/kkv/20200127_Orban_kedvenc_torok_oligarchajanak_is_csurran_havi_par_millio_a_Turk_Tanacs_miatt#rss;[];Orbán kedvenc török oligarchájának is csurran havi pár millió a Türk Tanács miatt;Adnan Polat cégét bízta meg a külügyminisztérium alatt működő exportfejlesztési ügynökség a Türk Tanáccsal való kapcsolattartással. A vállalat 2016 óta kereskedőházakat üzemeltet Törökországban, és bár egyet a szíriai háború miatt bezár, mégis havonta tíz százalékkal magasabb díjat kap.;http://hvg.hu/kkv/20200127_Orban_kedvenc_torok_oligarchajanak_is_csurran_havi_par_millio_a_Turk_Tanacs_miatt#rss;Mon, 27 Jan 2020 15:30:00 GMT
2879;hvg;http://hvg.hu/cegauto/20200127_mar_rendelheto_az_elso_tisztan_elektromos_volvo_xc40_recharge_p8_awd#rss;[];Már rendelhető az első tisztán elektromos Volvo;A kompakt XC40 divatterepjáró lokálisan zéró károsanyag-kibocsátású változatának első példányait az év végén vehetik át a vásárlók.;http://hvg.hu/cegauto/20200127_mar_rendelheto_az_elso_tisztan_elektromos_volvo_xc40_recharge_p8_awd#rss;Mon, 27 Jan 2020 15:21:00 GMT
2880;hvg;http://hvg.hu/kkv/20200127_vandalbiztos_idojarasallo_automatakat_vesz_a_mav#rss;[];Vandálbiztos és időjárásálló automatákat vesz a MÁV;Márciustól kezdik telepíteni az új berendezéseket.;http://hvg.hu/kkv/20200127_vandalbiztos_idojarasallo_automatakat_vesz_a_mav#rss;Mon, 27 Jan 2020 15:11:00 GMT
2884;hvg;http://hvg.hu/itthon/20200127_Gigarazziat_tartottak_a_bulinegyedben__video#rss;[];Gigarazziát tartottak a bulinegyedben - videó;Négy szórakozóhelyet ellenőriztek, végül 166 embert igazoltattak, 7 embert pedig előállítottak. Elkaptak egy órapörgető taxist is.;http://hvg.hu/itthon/20200127_Gigarazziat_tartottak_a_bulinegyedben__video#rss;Mon, 27 Jan 2020 06:44:00 GMT
2885;hvg;http://hvg.hu/gazdasag/20200127_Nepszava_harmadannyi_tbt_nem_fizettek_be_mint_amennyit_a_kormany_mondott#rss;[];Népszava: harmadannyi tb-t nem fizettek be, mint amennyit a kormány mondott;6,6 milliárd helyett 2,2 milliárd forint egészségügyi járulékot nem fizettek be a potyautasok.;http://hvg.hu/gazdasag/20200127_Nepszava_harmadannyi_tbt_nem_fizettek_be_mint_amennyit_a_kormany_mondott#rss;Mon, 27 Jan 2020 06:34:00 GMT
2886;hvg;http://hvg.hu/brandchannel/proxelan_20200127_szurovizsgalat_prosztatagyulladas_orvos#rss;[];A férfiak 90 százalékát érintik ezek a panaszok, de mi van a háttérben?;Habár a prosztatagyulladás az egyik legelterjedtebb betegségek egyike a férfi lakosság körében, még manapság is sokan elodázzák a szűrővizsgálatot, holott a betegség sok esetben némi odafigyeléssel és rendszeres orvosi kontrollal megelőzhető és kezelhető. De tulajdonképpen miről is beszélünk, amikor prosztatagyulladásról van szó?;http://hvg.hu/brandchannel/proxelan_20200127_szurovizsgalat_prosztatagyulladas_orvos#rss;Mon, 27 Jan 2020 06:30:00 GMT
2887;hvg;http://hvg.hu/itthon/20200127_Leegett_egy_ketszintes_csaladi_haz_Budapesten#rss;[];Leégett egy kétszintes családi ház Budapesten;Hat vízsugárral oltották el a tűzoltók a lángokat.;http://hvg.hu/itthon/20200127_Leegett_egy_ketszintes_csaladi_haz_Budapesten#rss;Mon, 27 Jan 2020 06:18:00 GMT
2888;hvg;http://hvg.hu/itthon/20200127_gyor_polgarmester_valasztas_dezsi_pollreisz#rss;[];Győrrel üzent a Fidesz: Nyugi, fiúk!;Hatalmas sikerként értékeli a Fidesz, hogy ismét nyert Győrben, a párt egyik képviselője szerint ezzel bebizonyosodott, hogy nincsenek lejtmenetben. De mi lesz az ellenzéki lendülettel a kudarc után?;http://hvg.hu/itthon/20200127_gyor_polgarmester_valasztas_dezsi_pollreisz#rss;Mon, 27 Jan 2020 06:10:00 GMT
2889;hvg;http://hvg.hu/tudomany/20200127_who_koronavirus_tunetei_megelozes_tanacsok_2019_ncov#rss;[];A WHO üzeni: ezeket tartsa be, hogy ne kapja el a koronavírust;Ajánlásokat tett közzé az ENSZ Egészségügyi Világszervezete (WHO) arról, milyen alapvető szabályokkal csökkenthető annak esélye, hogy valaki megfertőzödjön koronavírussal. A tüdőgyulladást okozó kór halálos is lehet.;http://hvg.hu/tudomany/20200127_who_koronavirus_tunetei_megelozes_tanacsok_2019_ncov#rss;Mon, 27 Jan 2020 06:03:00 GMT
2890;hvg;http://hvg.hu/cegauto/20200127_500_loeros_uj_mercedes_suv_jott_hazankba_amire_felveheto_a_7_uleses_tamogatas#rss;[];500+ lóerős új Mercedes SUV jött hazánkba, amire felvehető a 7 üléses támogatás;A német gyártó immár nemcsak dízelmotorokkal, hanem egy bivalyerős benzines egységgel is kínálja a GLS-t.;http://hvg.hu/cegauto/20200127_500_loeros_uj_mercedes_suv_jott_hazankba_amire_felveheto_a_7_uleses_tamogatas#rss;Mon, 27 Jan 2020 05:41:00 GMT
2891;hvg;http://hvg.hu/kkv/20200127_A_dragan_dolgozo_alvallalkozokra_panaszkodik_a_Market_vezerigazgatoja#rss;[];A drágán dolgozó alvállalkozókra panaszkodik a Market Építő vezérigazgatója;A Market Zrt. is készen áll arra, hogy jelentkezzen az atlétikai vb stadionjának megépítésére, újabb építőipari válság jele pedig nem látszik - erről is beszélt a cég vezérigazgatója.;http://hvg.hu/kkv/20200127_A_dragan_dolgozo_alvallalkozokra_panaszkodik_a_Market_vezerigazgatoja#rss;Mon, 27 Jan 2020 05:32:00 GMT
2892;hvg;http://hvg.hu/kultura/20200127_Billie_Eilish_tarolta_le_a_Grammydijkiosztot#rss;[];Billie Eilish tarolta le a Grammy-díjkiosztót;A Los Angeles Lakers csarnokában, amely húsz évig volt Kobe Bryant hazai pályája, tartották a Grammy-díjkiosztót, ezen az estén nem volt ok örömre.;http://hvg.hu/kultura/20200127_Billie_Eilish_tarolta_le_a_Grammydijkiosztot#rss;Mon, 27 Jan 2020 05:05:00 GMT
2893;hvg;http://hvg.hu/gazdasag/20200127_Masfel_eve_nem_mert_ilyen_alacsony_fogyasztoi_bizalmat_a_GKI#rss;[];Másfél éve nem mért ilyen alacsony fogyasztói bizalmat a GKI;Januárban is romlott a GKI konjunktúraindexe, elsősorban a fogyasztói várakozások romlása miatt, de az ipari cégek optimizmusa is csökkent, hatéves mélypontjára.;http://hvg.hu/gazdasag/20200127_Masfel_eve_nem_mert_ilyen_alacsony_fogyasztoi_bizalmat_a_GKI#rss;Mon, 27 Jan 2020 04:45:00 GMT
2894;hvg;http://hvg.hu/gazdasag/20200127_Valtoztatasokra_keszulnek_a_Diakhitelnel#rss;[];Változtatásokra készülnek a Diákhitelnél;Új termékek jöhetnek, és a diákhitel maximumát is megemelhetik.;http://hvg.hu/gazdasag/20200127_Valtoztatasokra_keszulnek_a_Diakhitelnel#rss;Mon, 27 Jan 2020 04:40:00 GMT
2895;hvg;http://hvg.hu/itthon/20200127_Onos_eso_es_kod_miatt_adtak_ki_orszagos_figyelmeztetest#rss;[];Ónos eső és köd miatt adtak ki országos figyelmeztetést;Rossz idővel indul a hét.;http://hvg.hu/itthon/20200127_Onos_eso_es_kod_miatt_adtak_ki_orszagos_figyelmeztetest#rss;Mon, 27 Jan 2020 04:35:00 GMT
2896;hvg;http://hvg.hu/vilag/20200127_Koronavirus_egy_nap_alatt_megduplazodott_a_fertozesgyanus_esetek_szama#rss;[];Koronavírus: egy nap alatt megduplázódott a fertőzésgyanús esetek száma;Már legalább 80 halottról tudni, és közel ötszázan vannak válságos állapotban. És ezek csak azok a számok, amelyeket Kína hivatalosan beismer.;http://hvg.hu/vilag/20200127_Koronavirus_egy_nap_alatt_megduplazodott_a_fertozesgyanus_esetek_szama#rss;Mon, 27 Jan 2020 04:26:00 GMT
2897;hvg;http://hvg.hu/sport/20200127_kobe_bryant_halal_rendorseg#rss;[];Kilencen haltak meg a helikopteren, amelyen Kobe Bryant utazott;A rendőrség és a szövetségi légügyi hatóság vizsgálja Kobe Bryant és nyolc társa halálának körülményeit. Az már kiderült, hogy többen utaztak a helikopteren, mint amit eddig hittek, és hogy már egyikük sem élt, mire az orvosok a helyszínre érkeztek.;http://hvg.hu/sport/20200127_kobe_bryant_halal_rendorseg#rss;Mon, 27 Jan 2020 04:16:00 GMT
2898;hvg;http://hvg.hu/tudomany/20200127_napvedo_kremek_kockazat_egeszseg_veraram#rss;[];Nem tudják, hogy lesz-e belőle baj, de a véráramba is beszivárognak a napvédő krémek aktív anyagai;A véráramba is beszivárognak a napvédő krémek aktív kémiai anyagai. Az amerikai szövetségi gyógyszer- és élelmiszerhatóság (FDA) közlése szerint további kutatásra van szükség annak megállapítására, hogy ezek a termékek biztonságosak-e.;http://hvg.hu/tudomany/20200127_napvedo_kremek_kockazat_egeszseg_veraram#rss;Sun, 26 Jan 2020 23:03:00 GMT
2899;hvg;http://hvg.hu/sport/20200126_vizilabda_eb_magyar_ferfi_vizilabda_valogatott_donto_gyozelem#rss;[];"Győzelem a vízilabda-Eb-n: ""Azt mondtuk: nem akarhatják nálunk jobban ezt az aranyérmet""";A játékosok szerint nem játszott pazarul, de a csapatszellem győzelemhez segítette a csapatot.;http://hvg.hu/sport/20200126_vizilabda_eb_magyar_ferfi_vizilabda_valogatott_donto_gyozelem#rss;Sun, 26 Jan 2020 21:36:00 GMT
2900;hvg;http://hvg.hu/tudomany/20200126_bessenyey_zoltan_raliversenyzo_orultech_podcast#rss;[];Podcast: kerekesszékkel is lehetséges raliautót vezetni;Bessenyey Zoltán kétszeres rali Európa-bajnok mesélt az Őrültechben arról, milyen szellemi, testi és technológiai követelményei voltak annak, hogy 2016-os bukása után újra vezetni tudjon.;http://hvg.hu/tudomany/20200126_bessenyey_zoltan_raliversenyzo_orultech_podcast#rss;Sun, 26 Jan 2020 21:03:00 GMT
